id,name,address,pname,pcode,cityname,citycode,adname,adcode,tel,type,photos,timestamp,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,大类,中类,小类
B0GKZA70AR,山东嘉森建筑工程有限公司(南门),建设路与海关路交叉口东南200米,山东省,370000,济宁市,537,任城区,370811,[],通行设施;临街院门;临街院门,[],2022-05-26T21:03:39,116.59709,35.416256,116.59179959112988,35.41670533161252,通行设施,临街院门,临街院门
B0G2CA6M05,胜代机械山东有限公司(南门),黄金大道,山东省,370000,济宁市,537,兖州区,370812,[],通行设施;临街院门;临街院正门,[],2022-05-26T21:02:00,116.731109,35.462724,116.725549956033,35.462955942052204,通行设施,临街院门,临街院正门
B0H0A5T7VK,永浩机械(西南门),金成路与光明路交叉口东60米,山东省,370000,济宁市,537,汶上县,370830,[],通行设施;临街院门;临街院门,[],2022-05-26T21:01:36,116.478223,35.701666,116.47261712944508,35.70168806694622,通行设施,临街院门,临街院门
B0FFM59P8R,市法院家属院(南门),设计院路与商贸街交叉口东北20米,山东省,370000,济宁市,537,邹城市,370883,[],通行设施;临街院门;临街院门,[],2022-05-26T21:00:41,116.954693,35.413742,116.94916536471143,35.41412606415476,通行设施,临街院门,临街院门
B0FFKDEAUI,华都·金色兰庭(东门),[],山东省,370000,济宁市,537,任城区,370811,[],通行设施;临街院门;临街院门,[],2022-05-26T20:56:23,116.638157,35.436486,116.63281422646364,35.43688651683718,通行设施,临街院门,临街院门
B0FFIA87L1,嘉祥美尔服饰有限公司(南门),[],山东省,370000,济宁市,537,嘉祥县,370829,[],通行设施;临街院门;临街院正门,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/3b7e7ef6bb81d78e8f213467342f9ebf'}]",2022-05-26T20:55:01,116.332386,35.432392,116.32675487667908,35.43254597577788,通行设施,临街院门,临街院正门
B0FFIAJQZC,哇噻国际少儿美术教育(东门),湖陵二路东100米,山东省,370000,济宁市,537,鱼台县,370827,[],通行设施;临街院门;临街院正门,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/5ce41b8550828dcd1bd09ce6937c2a1d'}]",2022-05-26T20:54:19,116.65141,35.001205,116.64608069036797,35.00202075990164,通行设施,临街院门,临街院正门
B0FFLJ2QIO,曲阜凤宇祥商贸有限公司(北门),春秋西路与弘毅路交叉口东南360米,山东省,370000,济宁市,537,曲阜市,370881,[],通行设施;临街院门;临街院门,[],2022-05-26T20:54:19,116.960596,35.578946,116.95503106409028,35.57919857830389,通行设施,临街院门,临街院门
B0FFM3FDLE,金乡建行家属院(北2门),向阳街82东南100米,山东省,370000,济宁市,537,金乡县,370828,[],通行设施;临街院门;临街院门,[],2022-05-26T20:53:39,116.315082,35.072667,116.30952472385836,35.07320746822813,通行设施,临街院门,临街院门
B0FFMDCLBW,缗国未来城(南门),荷香路与青年路交叉口东180米,山东省,370000,济宁市,537,金乡县,370828,[],通行设施;临街院门;临街院门,[],2022-05-26T20:51:38,116.335095,35.065933,116.32949595325476,35.06644291621252,通行设施,临街院门,临街院门
B0FFIZYT1G,济宁松鼎生态园有限公司(北门),[],山东省,370000,济宁市,537,汶上县,370830,[],通行设施;临街院门;临街院门,[],2022-05-26T20:51:16,116.558564,35.828776,116.55319818386286,35.82896248802763,通行设施,临街院门,临街院门
B0FFG4HWFD,邹城市生力机械制造公司(东南门),北宿大街北150米,山东省,370000,济宁市,537,邹城市,370883,[],通行设施;临街院门;临街院门,[],2022-05-26T20:48:48,116.909501,35.363487,116.904077290653,35.363974123909514,通行设施,临街院门,临街院门
B0FFIB1SX8,天下景城(东2门),城北路北150米,山东省,370000,济宁市,537,泗水县,370831,[],通行设施;临街院门;临街院门,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ca51be914962dbe37b25feeeb8969769'}]",2022-05-26T20:48:40,117.268528,35.665817,117.26264419052728,35.66589897617066,通行设施,临街院门,临街院门
B0FFINOPWX,林海物流(东南门),新华南路35号附近,山东省,370000,济宁市,537,金乡县,370828,[],通行设施;临街院门;临街院正门,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/8e8759bc5817858abe35a1794695da8f'}]",2022-05-26T20:48:30,116.296062,35.057161,116.29054178456188,35.0577512618478,通行设施,临街院门,临街院正门
B0FFG4JUFA,李官庄社区内(西南门),[],山东省,370000,济宁市,537,曲阜市,370881,[],通行设施;临街院门;临街院门,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f1598f3a4587674d366516a598608278'}]",2022-05-26T20:46:27,116.955448,35.577147,116.9499009001096,35.57741270994083,通行设施,临街院门,临街院门
B0FFFZCQ7D,山东康姆勒发电机公司(南1门),圣泽大街西段,山东省,370000,济宁市,537,汶上县,370830,[],通行设施;临街院门;临街院门,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b092860b47bbb39ae2d3bf22c5ca1749'}]",2022-05-26T20:45:00,116.45951,35.724129,116.45384269023444,35.72409260189264,通行设施,临街院门,临街院门
B0H3TRKVCS,祥炬嘉园(西门),南湖路,山东省,370000,济宁市,537,嘉祥县,370829,[],通行设施;临街院门;临街院门,[],2022-05-26T20:43:53,116.372821,35.416716,116.3671169581449,35.416816592675225,通行设施,临街院门,临街院门
