,id,name,address,pname,pcode,cityname,citycode,adname,adcode,tel,type,photos,timestamp,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,大类,中类,小类
1097,B0FFHUOBS5,E128(万达广场),太白东路55号万达广场B1层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T18:17:33,116.604702,35.408469,116.59940924148316,35.408923618563186,室内设施,室内设施,室内设施
1098,B0FFLIN8DE,008(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T18:05:04,116.590971,35.408529,116.585681568653,35.408983732070226,室内设施,室内设施,室内设施
1099,B0FFLIN8TP,停车位(银座商城兖州店),龙桥路与建设路交汇处银座商城(兖州店)B1层,山东省,370000,济宁市,537,兖州区,370812,[],室内设施;室内设施;室内设施,[],2022-05-28T18:03:49,116.815978,35.554746,116.81044829315212,35.554976947570054,室内设施,室内设施,室内设施
1100,B0FFLIN8IN,185(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T18:00:05,116.589438,35.407917,116.58414835235268,35.408371738666155,室内设施,室内设施,室内设施
1101,B0FFHWVI36,扶梯(居然之家),火炬路与红星东路交汇处西南角居然之家B1层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T17:47:58,116.622855,35.414725,116.61754213208636,35.415162263308964,室内设施,室内设施,室内设施
1102,B0FFHUOBOL,E024(万达广场),太白东路55号万达广场B1层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T17:45:00,116.604323,35.408838,116.59903043416166,35.40929242776707,室内设施,室内设施,室内设施
1103,B0FFLMCNQ6,F102(万达广场),太白东路55号万达广场B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T17:32:29,116.603542,35.408506,116.59824991654604,35.40896091808863,室内设施,室内设施,室内设施
1104,B0FFLKPY5I,295(红星美凯龙),金宇路99号红星美凯龙F5层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T17:29:49,116.608978,35.431222,116.60367984682206,35.43165643479638,室内设施,室内设施,室内设施
1105,B0FFKEN0DX,电梯(红星美凯龙),金宇路38-5号附近,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T17:12:40,116.609608,35.430025,116.6043094279446,35.430460075973954,室内设施,室内设施,室内设施
1106,B0FFM9C4Y8,停车位(龙贵购物广场邹城店),太平西路769号龙贵购物广场(邹城店)B2层,山东省,370000,济宁市,537,邹城市,370883,[],室内设施;室内设施;室内设施,[],2022-05-28T17:11:11,116.963868,35.405284,116.95830942916024,35.40565323659292,室内设施,室内设施,室内设施
